user,first_open,dayofweek,hour,age,numscreens,minigame,used_premium_feature,enrolled,enrolled_date,liked
358358,19:42.3,1, 21:00:00,47,7,0,1,0,,0
16207,50:43.0,3, 20:00:00,21,9,0,0,1,05:51.7,0
239637,33:33.9,6, 21:00:00,29,14,1,0,0,,0
168314,39:05.1,6, 12:00:00,19,6,0,0,0,,0
364142,16:52.5,4, 19:00:00,51,6,0,1,0,,1
293508,07:11.8,5, 17:00:00,26,15,0,0,0,,1
4728,16:03.5,4, 01:00:00,35,36,0,0,0,,0
105336,49:13.5,5, 21:00:00,37,32,1,1,1,43:05.3,1
318589,49:18.2,1, 20:00:00,24,25,0,0,1,10:43.5,1
28917,50:11.3,3, 17:00:00,20,13,0,0,1,51:43.8,0
181403,28:06.1,2, 14:00:00,29,18,0,0,1,29:04.7,0
315041,57:37.4,2, 02:00:00,40,15,0,1,1,07:06.2,0
180849,35:32.8,5, 23:00:00,25,16,0,0,1,38:08.7,0
255289,35:48.6,4, 13:00:00,26,10,0,0,1,43:51.1,0
208929,35:21.8,6, 02:00:00,21,20,0,0,1,37:38.9,0
32236,46:05.2,3, 05:00:00,35,12,1,0,1,02:13.9,0
356523,50:35.4,4, 09:00:00,32,17,0,0,0,,1
334312,40:19.7,5, 10:00:00,27,23,0,0,0,,0
113427,56:08.9,5, 02:00:00,30,35,0,0,1,00:32.6,0
97008,43:49.7,0, 02:00:00,40,27,1,1,1,47:44.6,0
268359,50:19.5,4, 20:00:00,29,31,0,0,1,55:27.7,0
225960,56:14.5,6, 00:00:00,36,40,1,0,1,04:17.8,0
761,32:05.5,6, 22:00:00,52,45,1,0,1,32:24.4,1
92525,36:05.9,6, 14:00:00,44,14,0,0,0,,0
20874,34:10.3,4, 17:00:00,28,32,0,0,1,40:14.2,0
334953,34:01.8,0, 12:00:00,36,18,0,1,0,,1
81343,17:26.5,4, 02:00:00,25,22,0,0,1,19:58.0,1
247513,45:44.6,4, 05:00:00,20,127,0,0,1,04:27.3,1
309889,29:09.4,0, 15:00:00,26,47,0,0,0,,0
240824,32:41.0,6, 01:00:00,21,14,0,0,1,37:53.6,1
257548,38:33.3,1, 20:00:00,24,13,0,0,1,39:19.9,0
47381,24:34.2,6, 11:00:00,53,18,0,0,1,35:08.9,0
340319,22:16.1,3, 21:00:00,23,20,0,0,1,25:49.0,1
269342,45:07.1,3, 10:00:00,23,36,0,0,1,52:26.2,1
100473,04:36.8,0, 16:00:00,20,24,0,0,1,10:49.5,0
299777,16:01.1,6, 23:00:00,43,19,0,1,0,,1
75931,39:06.9,1, 03:00:00,26,14,0,0,0,,0
20766,30:04.4,1, 14:00:00,48,16,0,0,0,,0
126201,55:13.9,2, 06:00:00,40,17,1,0,1,56:04.7,0
184330,47:43.8,2, 15:00:00,19,18,1,0,1,49:43.2,1
350721,05:56.3,0, 11:00:00,21,48,0,0,1,33:37.6,0
176480,57:12.1,2, 02:00:00,17,33,0,1,1,58:02.7,1
116188,22:30.3,1, 00:00:00,27,23,0,0,1,23:58.3,1
21592,50:00.8,0, 03:00:00,30,5,1,0,1,50:39.8,0
65591,26:09.3,3, 03:00:00,61,23,1,1,1,32:37.6,1
34441,02:42.5,1, 19:00:00,29,1,0,0,0,,0
71434,48:39.7,5, 16:00:00,21,35,0,0,1,54:34.8,0
86417,13:32.0,4, 06:00:00,22,67,0,0,1,08:31.9,1
325496,34:10.5,2, 06:00:00,53,75,0,0,1,41:43.6,0
247400,46:11.2,6, 17:00:00,39,18,0,0,1,48:33.8,0
346722,27:50.2,0, 22:00:00,27,26,0,0,1,29:29.8,0
232941,22:56.1,6, 16:00:00,24,1,0,0,1,36:50.1,0
210702,44:07.2,1, 03:00:00,19,1,0,0,0,,0
328849,40:30.1,1, 11:00:00,20,10,0,0,0,,0
166140,25:36.2,4, 23:00:00,46,10,0,0,1,12:29.4,0
210092,43:23.6,6, 03:00:00,24,8,0,0,0,,0
294280,10:17.1,2, 12:00:00,21,19,0,0,0,,0
137303,53:13.2,4, 20:00:00,42,10,0,0,1,40:02.3,0
180869,56:31.6,6, 03:00:00,26,32,0,0,1,57:54.6,0
294017,53:31.1,1, 05:00:00,34,8,0,0,1,35:10.5,0
271067,27:11.4,2, 05:00:00,23,20,0,0,0,,0
210866,47:10.6,0, 14:00:00,27,19,0,1,0,,0
26479,26:44.8,1, 07:00:00,23,9,0,0,1,37:41.0,0
130361,23:48.4,1, 10:00:00,44,46,1,1,1,30:43.4,0
195611,13:36.3,4, 22:00:00,20,13,0,0,0,,0
318761,36:21.2,1, 13:00:00,32,6,0,0,0,,0
75177,35:32.6,4, 03:00:00,27,13,0,1,1,41:44.4,0
52526,18:52.6,1, 20:00:00,48,46,1,0,1,42:02.0,0
161032,23:21.4,5, 17:00:00,34,6,0,1,0,,0
31101,37:40.0,5, 21:00:00,24,7,0,0,0,,0
263415,57:21.2,2, 05:00:00,18,8,0,0,0,,0
69915,18:55.3,3, 23:00:00,29,21,1,0,0,,0
17002,09:43.4,4, 20:00:00,37,29,0,0,1,16:44.2,0
325355,06:47.1,6, 05:00:00,18,34,0,0,1,11:35.3,1
230085,59:49.9,3, 09:00:00,51,5,0,0,1,02:36.6,0
200113,37:16.1,0, 13:00:00,24,48,1,1,1,46:16.6,0
307821,14:41.5,5, 13:00:00,29,9,0,0,0,,0
243835,13:40.0,6, 14:00:00,19,23,0,0,1,18:15.1,1
353541,31:36.0,6, 15:00:00,58,15,0,0,0,,0
364160,45:08.7,6, 02:00:00,21,62,0,0,1,46:59.0,0
92569,13:47.0,2, 23:00:00,18,12,0,0,1,36:49.7,1
251708,47:02.0,0, 00:00:00,32,11,1,0,1,41:25.4,0
105780,57:42.9,6, 02:00:00,27,28,0,0,1,06:47.7,0
147399,50:28.4,2, 16:00:00,31,22,0,0,1,54:22.2,0
118957,48:39.3,0, 23:00:00,26,15,0,0,1,28:55.4,0
204545,03:45.8,5, 15:00:00,55,28,0,0,0,,1
277080,52:01.4,4, 10:00:00,51,19,0,0,1,56:19.6,0
325368,09:02.6,6, 17:00:00,22,14,0,0,1,09:45.0,0
207722,36:34.5,0, 00:00:00,31,25,0,0,0,,0
235658,04:20.7,0, 00:00:00,30,21,0,0,0,,0
131044,00:44.2,5, 01:00:00,43,21,1,1,1,49:15.9,0
199106,27:44.9,4, 02:00:00,27,31,0,0,1,32:06.4,1
359581,13:49.2,6, 02:00:00,27,30,0,0,1,19:16.6,0
145213,08:46.9,4, 03:00:00,21,3,0,0,1,50:39.0,0
230829,10:05.2,1, 11:00:00,22,45,0,0,1,16:41.6,0
166644,06:31.3,4, 17:00:00,24,17,0,0,1,15:19.5,0
262719,10:20.9,2, 00:00:00,39,25,0,0,0,,0
20445,19:16.4,1, 13:00:00,29,24,0,1,1,59:39.3,0
366534,43:19.9,4, 01:00:00,27,6,0,0,1,18:48.5,0
157343,22:19.3,1, 02:00:00,45,4,0,0,1,58:35.3,1
198162,00:24.1,2, 16:00:00,18,8,0,1,0,,1
166348,56:04.4,5, 19:00:00,34,17,0,0,1,59:15.1,0
342105,02:31.3,1, 23:00:00,22,29,0,0,1,19:30.2,0
317240,06:54.7,1, 01:00:00,37,14,0,1,0,,0
124764,31:18.4,4, 14:00:00,21,27,0,0,1,34:31.8,0
359714,30:34.5,0, 15:00:00,49,1,1,0,1,36:41.7,0
231884,05:19.9,2, 05:00:00,43,22,0,0,1,19:58.0,0
31363,43:23.1,0, 02:00:00,25,34,0,0,1,45:20.8,0
198124,25:23.7,1, 10:00:00,30,6,0,0,1,11:28.0,0
230644,27:15.8,4, 04:00:00,27,36,1,1,1,28:17.2,0
325365,36:14.5,0, 11:00:00,43,15,0,0,1,36:26.9,1
296598,45:51.3,6, 16:00:00,25,13,0,0,0,,1
29161,24:08.8,0, 16:00:00,21,53,0,0,1,41:55.3,0
19161,30:28.8,3, 20:00:00,44,21,0,0,1,42:51.8,1
209545,23:36.6,0, 05:00:00,29,6,0,0,1,46:34.9,0
16783,22:42.0,1, 13:00:00,51,7,0,0,0,,0
310357,36:10.2,5, 18:00:00,18,29,0,0,0,,0
246044,17:39.8,6, 01:00:00,22,37,0,1,1,18:58.2,0
162795,10:06.6,2, 23:00:00,26,13,0,0,1,13:13.4,0
321409,39:40.0,6, 18:00:00,34,15,1,1,0,,0
208263,56:34.7,2, 05:00:00,25,30,0,0,1,59:14.4,0
350868,01:50.1,5, 03:00:00,41,24,0,0,1,03:06.3,0
160705,47:53.6,5, 08:00:00,25,6,1,0,1,37:13.1,1
364094,25:24.3,6, 02:00:00,39,13,0,0,1,45:53.9,0
82074,57:53.5,6, 21:00:00,47,12,0,0,0,,0
356064,35:38.5,1, 02:00:00,21,24,0,1,1,17:17.7,0
163478,12:05.1,6, 15:00:00,36,34,1,1,1,18:39.9,0
49649,46:55.9,6, 02:00:00,32,2,0,0,1,40:08.2,0
363677,17:33.4,4, 00:00:00,22,36,1,0,1,22:36.4,0
48568,14:32.4,0, 15:00:00,30,6,0,0,1,49:03.7,0
145512,07:48.5,5, 17:00:00,22,21,0,0,1,08:27.1,0
29006,41:59.9,3, 18:00:00,43,18,0,1,1,48:58.4,0
297209,42:17.7,6, 12:00:00,26,78,0,1,1,50:42.5,0
246561,38:03.7,5, 11:00:00,29,38,0,0,1,29:54.3,0
272728,31:34.9,3, 14:00:00,49,12,0,0,0,,0
19417,28:05.0,5, 16:00:00,43,69,0,0,1,37:20.1,0
151151,43:15.0,4, 01:00:00,30,22,0,0,1,48:25.4,0
332069,51:09.4,4, 17:00:00,37,17,0,0,1,23:41.1,0
64630,22:41.9,6, 01:00:00,23,29,0,0,1,29:26.0,1
221030,07:25.6,4, 12:00:00,35,17,0,0,0,,0
99981,05:57.1,0, 00:00:00,29,20,0,0,0,,0
252227,27:21.9,4, 16:00:00,50,58,1,0,1,43:08.8,1
44813,16:41.5,6, 23:00:00,23,6,0,0,0,,1
250531,03:22.0,5, 17:00:00,41,3,0,0,1,32:49.9,0
21277,22:02.5,1, 08:00:00,43,17,0,1,1,23:53.0,0
130066,56:17.1,1, 11:00:00,26,18,1,1,1,14:59.2,0
139899,33:57.3,1, 07:00:00,35,18,0,1,0,,0
287340,26:40.3,1, 19:00:00,32,12,0,0,1,48:56.3,0
243484,46:32.1,4, 21:00:00,30,3,0,0,0,,0
9137,38:50.7,3, 02:00:00,34,53,0,1,1,13:34.8,0
261866,44:46.9,1, 20:00:00,34,16,1,0,0,,1
222877,52:16.3,3, 16:00:00,34,23,0,1,1,53:29.6,1
189038,13:49.6,3, 23:00:00,18,39,0,0,0,,0
324120,55:53.0,0, 23:00:00,28,24,0,0,0,,0
107014,26:27.2,5, 10:00:00,27,9,0,0,1,04:12.6,0
243925,15:49.6,0, 07:00:00,21,4,0,0,0,,0
268151,46:23.8,2, 15:00:00,33,9,0,0,1,47:46.5,0
327493,35:48.5,5, 01:00:00,38,8,0,1,0,,0
312325,35:09.4,1, 14:00:00,36,3,0,0,1,53:51.4,0
147920,57:49.1,3, 14:00:00,25,16,1,0,1,58:42.3,0
39058,18:59.9,0, 05:00:00,28,22,0,0,1,20:18.0,0
46107,03:22.3,2, 02:00:00,31,12,0,0,0,,0
145000,51:41.9,2, 03:00:00,26,1,0,0,1,52:14.8,0
93506,43:46.1,1, 01:00:00,39,27,0,0,1,21:23.9,0
220014,31:18.0,2, 23:00:00,26,51,0,1,1,33:04.7,0
365756,17:49.4,0, 14:00:00,60,3,1,0,1,57:48.7,0
160763,45:15.9,1, 15:00:00,51,6,0,0,0,,0
351926,18:42.4,0, 17:00:00,22,22,0,0,1,21:13.3,0
346863,08:16.0,2, 18:00:00,89,29,0,0,1,11:58.9,1
237654,33:34.0,0, 05:00:00,35,23,0,0,1,44:24.2,0
301622,33:00.9,6, 22:00:00,18,11,0,0,1,47:21.6,0
227162,13:25.3,4, 12:00:00,32,38,0,0,1,15:33.3,0
355105,23:11.2,2, 02:00:00,17,30,0,0,1,25:53.3,1
31667,31:05.0,3, 00:00:00,52,18,0,0,0,,0
147803,41:17.8,5, 14:00:00,25,22,0,0,1,16:32.9,0
320911,24:04.8,3, 04:00:00,18,29,1,0,1,42:28.3,0
67680,02:48.2,1, 13:00:00,37,18,0,0,1,04:56.9,1
175808,03:55.6,0, 21:00:00,31,26,1,0,1,06:01.0,0
181472,34:06.9,6, 00:00:00,20,30,0,0,1,48:24.9,1
366718,01:01.1,5, 22:00:00,21,16,0,0,1,02:02.4,0
173583,16:45.8,5, 23:00:00,61,10,0,0,0,,1
235990,49:28.9,6, 20:00:00,42,54,0,0,0,,0
47668,40:25.7,1, 22:00:00,21,15,0,0,1,30:15.9,0
194173,42:14.7,3, 17:00:00,22,11,0,0,0,,0
128645,45:49.7,5, 09:00:00,25,12,0,0,0,,0
294402,09:52.6,0, 08:00:00,34,7,0,0,1,07:00.9,0
277583,34:25.8,6, 18:00:00,23,17,0,0,0,,0
32629,30:10.5,5, 14:00:00,17,9,0,0,0,,0
42662,54:23.0,2, 23:00:00,55,9,0,0,0,,0
151096,49:43.8,1, 21:00:00,22,37,0,0,1,03:39.6,0
196602,11:46.9,6, 04:00:00,28,51,0,0,1,17:14.6,1
219482,54:10.5,4, 04:00:00,19,9,0,0,0,,0
246689,19:11.2,3, 14:00:00,19,9,0,0,1,20:00.7,1
273969,45:33.4,0, 14:00:00,20,44,0,0,0,,0
217587,07:39.5,6, 03:00:00,31,6,0,0,1,29:27.0,0
219446,16:36.7,0, 20:00:00,27,20,1,0,1,18:07.5,1
207340,23:56.6,0, 22:00:00,52,8,0,1,1,10:27.3,0
357191,13:15.9,4, 01:00:00,17,9,0,0,1,56:39.9,0
363799,35:28.5,0, 18:00:00,65,21,0,0,0,,1
169182,19:51.9,6, 06:00:00,24,11,0,0,1,11:42.7,0
308831,23:50.0,4, 20:00:00,26,9,1,0,1,02:11.8,0
303327,11:06.5,1, 12:00:00,22,10,0,0,1,49:40.8,1
143287,41:45.7,4, 22:00:00,37,11,0,0,1,58:02.7,0
355854,25:02.1,4, 21:00:00,35,21,0,0,0,,0
204948,05:59.1,1, 02:00:00,26,17,1,0,1,42:36.6,1
275697,27:01.3,0, 15:00:00,56,42,0,0,1,24:44.1,0
328374,02:24.1,1, 06:00:00,22,64,0,0,1,17:58.9,0
184028,18:50.8,3, 00:00:00,27,23,0,0,0,,0
105929,02:40.2,1, 14:00:00,41,13,0,0,1,03:49.1,1
266297,29:31.7,1, 02:00:00,35,12,0,0,0,,0
203965,34:15.3,1, 06:00:00,27,34,0,0,1,42:58.1,0
154089,29:37.8,4, 02:00:00,21,50,0,0,1,32:13.0,0
63740,49:12.9,4, 13:00:00,36,13,0,0,1,50:38.6,0
16334,50:04.5,6, 08:00:00,28,20,0,0,1,29:18.0,0
261288,21:41.5,4, 20:00:00,20,3,0,1,1,03:50.5,0
312342,21:00.1,4, 00:00:00,39,20,0,0,1,22:30.9,0
241891,00:53.4,5, 13:00:00,40,25,0,0,1,07:29.7,0
344229,25:58.4,6, 17:00:00,23,18,0,0,0,,0
303706,58:31.9,2, 04:00:00,21,33,0,0,0,,0
231353,33:53.3,5, 06:00:00,18,28,0,0,1,42:30.8,0
178494,47:52.1,3, 23:00:00,42,10,0,0,0,,0
285370,22:51.2,5, 10:00:00,43,14,1,1,0,,0
84284,40:16.5,4, 15:00:00,20,15,0,0,1,41:20.9,0
367001,47:59.7,3, 11:00:00,24,9,0,0,0,,0
151668,57:13.6,4, 19:00:00,45,10,0,0,0,,0
274615,39:14.0,6, 15:00:00,25,13,0,0,1,40:27.0,1
97818,49:46.4,2, 17:00:00,20,12,0,0,0,,0
299155,01:17.4,2, 01:00:00,35,51,0,0,1,12:30.1,0
198422,44:14.9,3, 20:00:00,44,17,0,0,1,54:01.6,0
16605,55:39.6,0, 18:00:00,23,35,0,0,1,57:27.2,0
298607,46:03.6,0, 14:00:00,29,6,0,1,0,,0
79249,04:54.6,5, 14:00:00,16,32,0,1,1,06:56.5,0
123459,43:43.7,6, 14:00:00,26,22,0,0,1,59:31.5,0
151657,52:01.8,1, 21:00:00,20,9,0,0,0,,0
280096,45:53.8,6, 20:00:00,46,1,0,0,0,,1
310058,11:55.1,4, 01:00:00,18,7,0,0,0,,0
72773,53:47.1,5, 23:00:00,22,6,0,0,0,,0
164919,00:31.9,1, 17:00:00,20,45,0,0,1,04:01.7,0
69964,38:57.5,4, 20:00:00,25,34,0,0,1,43:00.3,0
246207,24:05.8,2, 03:00:00,34,8,0,0,0,,0
4344,54:57.4,5, 02:00:00,40,43,0,0,1,10:16.6,0
26696,44:49.1,2, 06:00:00,38,10,0,0,1,16:53.5,0
75981,18:23.7,0, 19:00:00,31,25,0,1,1,39:09.9,0
144324,56:15.3,6, 03:00:00,31,39,0,0,0,,0
285643,52:29.9,6, 18:00:00,19,15,0,0,1,55:04.4,0
372335,45:28.8,3, 16:00:00,31,17,0,0,1,02:16.8,0
38409,51:23.0,5, 11:00:00,40,14,0,0,0,,0
315745,23:14.7,5, 02:00:00,35,10,0,0,0,,1
342001,41:06.1,5, 20:00:00,22,45,0,0,1,51:35.8,0
11746,39:43.6,0, 19:00:00,23,26,0,1,0,,0
146869,27:55.7,4, 02:00:00,27,30,0,0,0,,0
214638,12:50.3,6, 14:00:00,28,28,0,0,0,,0
322168,31:08.6,1, 01:00:00,35,56,0,0,1,32:59.9,0
63141,56:42.2,5, 18:00:00,48,16,0,1,0,,0
254649,21:05.4,0, 18:00:00,28,15,0,0,1,23:00.9,1
244914,23:15.9,0, 07:00:00,33,20,0,0,1,38:01.6,0
114863,45:25.5,6, 21:00:00,44,29,0,0,0,,1
177563,25:06.5,6, 21:00:00,40,28,1,1,1,22:57.2,0
152365,37:44.7,1, 08:00:00,51,2,0,0,0,,0
147250,47:02.0,6, 11:00:00,62,2,0,0,0,,0
306059,41:07.6,5, 16:00:00,27,14,0,0,1,42:14.9,0
334433,04:16.3,3, 03:00:00,32,46,0,0,1,07:06.2,0
326203,20:37.7,5, 13:00:00,34,12,0,0,1,21:39.9,1
274746,04:57.1,6, 20:00:00,28,12,0,0,0,,0
128635,48:50.2,4, 10:00:00,28,16,0,0,1,50:36.8,0
94829,16:00.3,0, 04:00:00,42,18,1,0,1,22:02.6,0
304368,56:31.3,2, 14:00:00,52,19,0,0,1,02:58.2,0
66516,58:56.1,5, 07:00:00,24,14,0,0,1,03:35.3,0
10995,14:54.3,6, 02:00:00,32,10,0,0,1,19:17.8,0
3137,09:14.1,0, 00:00:00,28,26,0,0,1,13:06.4,0
192417,05:16.6,6, 23:00:00,42,49,0,0,1,09:58.8,1
34039,52:03.8,4, 00:00:00,19,60,0,0,1,05:43.5,0
192827,49:24.0,5, 18:00:00,37,9,0,0,0,,0
164801,49:41.5,1, 20:00:00,35,22,0,0,1,13:57.2,0
151229,01:25.5,4, 00:00:00,19,73,0,0,0,,0
340089,35:59.6,4, 04:00:00,32,4,0,0,1,31:25.2,0
353704,30:45.8,0, 01:00:00,28,33,0,0,1,40:51.0,0
191470,52:29.0,4, 19:00:00,21,28,1,0,0,,1
312374,42:24.0,1, 13:00:00,27,8,0,1,0,,0
221191,20:55.0,4, 15:00:00,24,26,0,0,1,24:36.2,0
288268,50:28.9,5, 22:00:00,27,37,0,0,1,55:44.0,1
259212,54:22.9,6, 22:00:00,33,5,0,0,0,,0
211979,57:28.9,6, 23:00:00,37,4,0,0,1,03:08.2,0
220367,47:49.4,1, 21:00:00,62,5,0,0,1,17:46.8,0
220445,07:20.8,4, 16:00:00,30,5,0,1,0,,0
329153,16:54.4,0, 15:00:00,28,14,0,0,1,07:49.8,0
197084,03:58.9,3, 22:00:00,39,22,1,1,1,06:19.7,0
12102,31:12.0,0, 02:00:00,47,23,0,0,1,22:31.6,0
221384,16:37.9,6, 22:00:00,49,23,0,0,0,,1
275767,47:27.3,4, 06:00:00,25,17,0,0,1,49:39.2,0
49615,34:17.4,6, 04:00:00,23,3,0,1,0,,1
34567,22:06.9,3, 22:00:00,37,3,0,1,0,,0
363437,14:15.9,3, 05:00:00,39,14,0,0,0,,0
325717,57:23.9,0, 21:00:00,24,9,0,0,1,59:45.2,1
280634,38:29.7,1, 03:00:00,26,14,0,0,1,11:59.0,0
111158,15:47.6,0, 07:00:00,40,23,0,0,0,,0
13192,14:32.7,6, 19:00:00,31,17,0,0,0,,0
323403,48:05.6,2, 17:00:00,29,15,0,0,1,50:49.5,0
331690,55:46.9,3, 19:00:00,26,37,0,0,0,,0
31446,47:34.1,5, 05:00:00,34,33,0,0,1,49:57.3,0
163764,05:20.7,4, 02:00:00,34,31,0,0,1,09:15.4,0
70115,28:00.7,0, 15:00:00,32,5,0,0,0,,0
287309,09:50.8,4, 05:00:00,51,7,0,0,0,,1
349948,42:05.7,1, 20:00:00,53,29,0,0,0,,0
326936,06:12.6,0, 15:00:00,26,14,0,0,1,07:40.1,0
297451,46:49.2,1, 14:00:00,30,11,0,0,1,45:13.2,0
158047,02:13.7,3, 18:00:00,19,72,0,0,0,,0
250713,40:37.5,5, 04:00:00,37,15,0,0,1,41:50.9,0
55708,41:16.8,0, 12:00:00,42,36,1,0,1,06:52.3,0
136228,34:35.9,1, 07:00:00,29,16,0,0,1,35:20.6,1
266016,15:11.4,0, 09:00:00,24,17,0,0,1,19:28.1,0
294756,40:47.4,5, 00:00:00,24,69,1,1,1,41:43.9,0
287770,26:32.8,3, 14:00:00,46,5,0,0,0,,0
139481,01:46.2,3, 16:00:00,24,29,0,0,1,20:44.1,0
355191,05:47.6,5, 13:00:00,46,19,0,1,1,48:55.0,0
322260,21:17.3,4, 04:00:00,29,23,0,0,0,,0
6414,37:21.2,5, 01:00:00,24,11,0,0,0,,0
87017,03:18.3,1, 22:00:00,20,7,0,0,1,17:53.4,1
330444,36:54.1,6, 04:00:00,35,25,1,0,1,45:58.7,0
1493,05:12.9,0, 08:00:00,38,30,1,0,1,15:28.2,0
52953,46:00.5,5, 16:00:00,25,17,0,0,1,15:17.4,0
192029,11:16.6,2, 20:00:00,38,9,0,0,0,,1
306401,22:44.3,5, 16:00:00,21,63,0,0,1,24:04.8,0
247773,58:40.0,3, 06:00:00,39,13,0,0,0,,0
201875,30:05.5,6, 20:00:00,32,23,1,0,1,47:05.0,0
293397,58:43.4,5, 16:00:00,19,10,0,0,0,,0
266994,09:54.3,1, 11:00:00,20,5,0,0,0,,0
353835,30:36.7,3, 12:00:00,37,10,0,0,0,,0
211745,18:16.7,1, 18:00:00,28,16,0,0,0,,0
330832,23:39.2,6, 00:00:00,27,18,0,0,0,,0
199385,11:40.9,5, 22:00:00,24,34,0,0,1,13:09.1,1
212966,31:08.8,1, 12:00:00,25,20,0,0,1,32:46.0,0
347048,06:26.5,3, 22:00:00,23,53,0,1,1,19:50.0,0
218577,34:38.8,5, 05:00:00,39,2,0,1,0,,1
191724,30:36.2,2, 05:00:00,22,73,0,0,0,,0
151716,57:32.0,4, 13:00:00,31,10,0,0,0,,0
35796,49:04.3,6, 19:00:00,34,13,1,1,1,01:53.7,1
371974,33:14.4,2, 22:00:00,49,21,0,0,1,33:36.5,0
73241,20:31.6,0, 19:00:00,20,32,0,1,0,,0
230591,49:43.9,4, 23:00:00,31,7,1,0,1,16:01.0,0
300257,56:04.4,6, 18:00:00,36,17,1,0,0,,0
157756,04:05.2,0, 08:00:00,21,22,0,0,1,05:26.1,0
8931,00:58.7,6, 18:00:00,34,13,0,0,1,58:58.5,0
361898,33:39.4,5, 22:00:00,26,8,0,0,0,,1
12325,36:50.6,2, 08:00:00,35,32,1,0,0,,0
268191,32:56.8,6, 03:00:00,29,29,0,0,1,44:50.7,0
152502,00:09.0,5, 08:00:00,22,19,0,0,0,,0
195691,27:21.0,0, 04:00:00,28,54,1,1,1,38:20.2,0
296895,51:23.8,0, 02:00:00,21,29,0,0,1,32:20.8,1
177805,26:10.6,6, 21:00:00,30,16,0,1,1,28:58.9,0
212570,41:16.1,3, 19:00:00,51,19,0,0,1,03:25.7,0
200149,32:22.8,5, 16:00:00,30,11,0,0,0,,0
324016,20:08.2,1, 12:00:00,34,75,0,0,1,28:56.1,0
321128,46:44.3,1, 09:00:00,22,11,0,0,1,57:30.4,1
213521,20:58.6,3, 01:00:00,23,19,0,0,0,,0
243129,25:40.9,3, 23:00:00,49,2,0,0,1,46:13.4,0
221636,38:16.8,5, 04:00:00,53,10,0,0,1,39:41.7,1
284727,09:10.9,2, 00:00:00,26,52,0,0,1,18:05.4,1
179683,16:16.8,0, 13:00:00,22,8,0,0,1,19:17.2,1
345357,08:36.2,0, 00:00:00,23,14,0,0,1,49:41.1,0
244007,45:55.9,3, 13:00:00,22,20,0,0,1,31:29.7,0
80570,07:32.7,4, 23:00:00,37,45,0,0,0,,0
302801,24:05.9,5, 03:00:00,28,3,1,0,1,50:48.7,1
35176,47:36.0,6, 01:00:00,18,12,0,0,1,26:46.1,0
198077,05:44.7,6, 19:00:00,28,49,0,0,1,09:25.8,0
25833,39:13.1,0, 21:00:00,29,22,0,0,0,,0
296853,15:15.0,2, 21:00:00,48,14,0,0,0,,0
45770,07:22.7,3, 09:00:00,23,14,0,0,1,10:23.9,0
187984,54:40.3,1, 11:00:00,17,7,0,0,0,,0
275330,42:23.6,6, 12:00:00,25,12,0,0,0,,1
163712,48:53.3,6, 19:00:00,23,46,1,0,1,23:06.0,0
63566,20:43.7,6, 22:00:00,31,29,0,1,1,23:36.7,0
157326,47:22.0,6, 04:00:00,22,31,0,0,1,13:57.9,1
176013,28:58.2,2, 22:00:00,38,15,0,0,1,49:48.2,0
155714,06:35.1,3, 18:00:00,31,30,0,1,1,01:28.2,0
14885,51:44.5,3, 00:00:00,24,14,0,0,0,,0
210800,27:24.6,4, 17:00:00,36,45,0,0,1,29:26.8,0
125490,18:26.8,4, 18:00:00,32,22,0,1,0,,0
234652,53:14.7,6, 23:00:00,48,35,0,0,1,54:44.1,0
264261,36:30.6,3, 00:00:00,36,5,0,0,0,,0
291658,49:53.9,1, 06:00:00,28,6,0,0,1,42:23.4,0
164680,15:01.5,5, 12:00:00,24,31,0,0,1,16:46.5,0
258471,56:58.3,1, 22:00:00,33,26,0,0,1,54:44.4,0
273137,40:35.6,0, 23:00:00,32,35,0,0,0,,1
133591,17:00.4,2, 18:00:00,30,7,0,0,0,,0
233981,06:46.9,6, 21:00:00,25,70,0,0,1,13:46.2,0
234257,01:46.9,5, 22:00:00,25,24,0,0,1,04:40.0,0
11314,05:18.3,3, 15:00:00,21,20,0,1,0,,0
291135,57:00.4,4, 06:00:00,28,36,0,0,1,58:59.4,1
139642,38:57.0,3, 12:00:00,24,12,0,0,1,35:10.3,0
298694,39:22.0,2, 06:00:00,21,35,0,0,1,40:05.9,0
220137,33:34.2,0, 13:00:00,23,2,0,0,0,,1
139376,03:22.0,4, 18:00:00,45,4,0,1,0,,0
200583,21:38.2,4, 07:00:00,19,23,0,1,1,24:31.5,1
10490,15:53.9,5, 22:00:00,49,7,0,0,0,,0
180027,10:19.9,4, 00:00:00,29,35,0,0,0,,0
134575,59:20.5,2, 14:00:00,32,12,0,0,1,54:56.8,0
29093,34:29.1,5, 08:00:00,19,32,0,0,1,36:33.1,0
152130,34:35.7,3, 16:00:00,23,5,0,0,1,37:56.8,0
363188,22:41.6,2, 19:00:00,44,3,0,0,0,,0
215646,45:52.2,5, 05:00:00,19,4,0,0,1,41:43.4,0
43178,31:29.3,5, 16:00:00,21,15,0,0,1,30:14.1,1
294041,09:53.4,2, 19:00:00,36,18,0,0,1,13:18.4,0
276988,29:01.7,0, 11:00:00,22,14,0,0,1,24:28.0,0
56814,17:10.5,6, 17:00:00,30,19,0,1,1,22:46.6,0
279231,56:41.7,1, 18:00:00,27,21,0,0,1,57:39.2,0
243532,36:22.4,5, 03:00:00,37,17,0,0,0,,0
